session,unit,category,hemisphere,rf,ssd,ssrt,coherence,easyHard,nStop,pValue40msStopStop,cancelTime2Std,cancelTimeSdf,targToStopDiffSD,preSaccDiffSD
jp090n02,spikeUnit12,ddm_cancel,left,right,133,81,0.55,2,32,0.0346427664318032,-3,-20,0.374595442510302,-20.5773075661525
jp090n02,spikeUnit12,ddm_cancel,left,right,248,81,0.61,1,51,0.666397209801696,52,3,1.21202117350175,-8.92197844746038
jp090n02,spikeUnit12,ddm_cancel,left,right,248,81,0.55,2,59,0.674923862636248,NaN,NaN,0.872235757677192,-26.5212025462419
jp090n02,spikeUnit14,ddm_cancel,left,right,133,81,0.61,1,25,0.000841472658975104,-15,13,-0.187458844498369,-11.9771747994015
jp090n02,spikeUnit14,ddm_cancel,left,right,133,81,0.55,2,32,0.000490730041729663,-6,-12,0.564478948187406,-8.2852317612888
jp090n02,spikeUnit14,ddm_cancel,left,right,248,81,0.61,1,51,0.307060817711076,14,13,0.12081923131632,-10.4220283239776
jp090n02,spikeUnit14,ddm_cancel,left,right,248,81,0.55,2,59,0.253004553177255,9,10,1.09564472475659,-7.92645655185169
jp090n02,spikeUnit15,ddm_cancel,left,right,133,81,0.61,1,25,0.0190328204154856,-12,55,-0.523375215899855,-16.2748140020797
jp090n02,spikeUnit15,ddm_cancel,left,right,133,81,0.55,2,32,0.00167809393954684,-20,28,0.542397178065683,-21.4536952136835
jp090n02,spikeUnit15,ddm_cancel,left,right,248,81,0.61,1,51,0.44386568535119,60,55,0.551260579863498,-6.52252278168676
jp090n02,spikeUnit15,ddm_cancel,left,right,248,81,0.55,2,59,0.343834901209424,0,-4,1.34515051123192,-17.85275293966
jp090n02,spikeUnit16,ddm_cancel,left,right,133,81,0.61,1,25,0.00380640870222305,-21,40,-0.122681925728602,-33.3055808249143
jp090n02,spikeUnit16,ddm_cancel,left,right,133,81,0.55,2,32,1.93778187301914e-05,-25,5,1.62224095438211,-18.4085777107385
jp090n02,spikeUnit16,ddm_cancel,left,right,248,81,0.61,1,51,0.311445452004169,4,-43,-0.380979303593811,-11.8496243179947
jp090n02,spikeUnit16,ddm_cancel,left,right,248,81,0.55,2,59,0.00761699091011483,-4,2,0.125027188687448,-19.5448074806268
jp090n02,spikeUnit24,ddm_cancel,left,right,133,81,0.61,1,25,0.000812070768453001,-11,0,-0.117604995731456,-2.45448294329355
jp090n02,spikeUnit24,ddm_cancel,left,right,133,81,0.55,2,32,0.0327253345174045,6,-10,0.264181298647997,-9.92493456134759
jp090n02,spikeUnit24,ddm_cancel,left,right,248,81,0.61,1,51,0.785050092731539,24,23,0.0148133959021523,-4.23913537300843
jp090n02,spikeUnit24,ddm_cancel,left,right,248,81,0.55,2,59,0.345092469374902,28,16,0.884934136896814,-9.10076058425871
jp090n02,spikeUnit25,ddm_cancel,left,right,133,81,0.61,1,25,3.56536562513982e-05,-30,26,-0.415938486070407,-82.7100021714138
jp090n02,spikeUnit25,ddm_cancel,left,right,133,81,0.55,2,32,3.56756505079909e-05,-7,-9,0.00627956404234914,-33.6359399636032
jp090n02,spikeUnit25,ddm_cancel,left,right,248,81,0.61,1,51,0.00481431700949894,-4,13,0.511812738144904,-49.1477603770187
jp090n02,spikeUnit25,ddm_cancel,left,right,248,81,0.55,2,59,0.000594142650652882,-11,-16,0.509423461099179,-41.3077117435477
jp090n02,spikeUnit26,ddm_cancel,left,right,133,81,0.61,1,25,4.91121688030032e-05,-21,13,-0.528782743781138,-76.6439297225463
jp090n02,spikeUnit26,ddm_cancel,left,right,133,81,0.55,2,32,3.48651149291051e-06,-27,1,-0.0512854608308042,-63.0879476509618
jp090n02,spikeUnit26,ddm_cancel,left,right,248,81,0.61,1,51,0.0354453776448774,-9,7,0.229628730886033,-53.6092823761927
jp090n02,spikeUnit26,ddm_cancel,left,right,248,81,0.55,2,59,0.00755462629955629,-4,-25,0.433844665008066,-21.0509115986999
jp090n02,spikeUnit27,ddm_cancel,left,right,133,81,0.61,1,25,0.144128300968779,5,12,0.280048160606498,-31.9149708302893
jp090n02,spikeUnit27,ddm_cancel,left,right,133,81,0.55,2,32,0.00732906335218219,-13,-4,0.451960382626639,-40.9371016813233
jp090n02,spikeUnit27,ddm_cancel,left,right,248,81,0.61,1,51,0.526772028939897,28,-7,0.788885927577695,-13.0878447115298
jp090n02,spikeUnit27,ddm_cancel,left,right,248,81,0.55,2,59,0.0194864737512036,3,-12,0.731137156928432,-25.4727052869401
jp090n02,spikeUnit31,ddm_cancel,left,right,133,81,0.61,1,25,0.000858290224029862,-33,-37,-0.582653139891231,-20.5537357592966
jp090n02,spikeUnit31,ddm_cancel,left,right,133,81,0.55,2,32,0.0117792519921961,0,-6,0.195779784009618,-10.5512344508597
jp090n02,spikeUnit31,ddm_cancel,left,right,248,81,0.61,1,51,0.143781153688095,-22,-35,-0.288904235796112,-25.6219309392396
jp090n02,spikeUnit31,ddm_cancel,left,right,248,81,0.55,2,59,0.0039326956892205,-5,-49,0.295093184983782,-7.26976852923124
jp106n02,spikeUnit05,ddm_cancel,left,right,243,96,0.6,1,18,0.00194029038073883,-18,-28,-0.249663465129483,-34.3306866778401
jp106n02,spikeUnit05,ddm_cancel,left,right,243,96,0.55,2,22,0.00536409362667948,7,-8,-0.0128399450776248,-24.5868810870348
jp106n02,spikeUnit05,ddm_cancel,left,right,100,96,0.6,1,26,0.0504067087696056,0,-17,-2.17924224776603,-74.0441636815868
jp106n02,spikeUnit05,ddm_cancel,left,right,100,96,0.55,2,27,0.178084142327103,10,-2,-1.54745860870256,-24.2123216877306
jp106n02,spikeUnit05,ddm_cancel,left,right,386,96,0.55,2,29,0.0129537681804362,-26,-29,-0.0591573890331701,-14.3431445045463
jp106n02,spikeUnit14,ddm_cancel,left,right,243,96,0.6,1,18,0.0500529774900642,-17,-50,0.0850070610220345,-15.4170877092174
jp106n02,spikeUnit14,ddm_cancel,left,right,243,96,0.55,2,22,0.0379578683978433,-41,-36,-0.185416067455573,-21.9056808219335
jp106n02,spikeUnit14,ddm_cancel,left,right,100,96,0.6,1,26,0.0139713388998583,-11,-19,0.441554329618645,-15.5693667594843
jp106n02,spikeUnit14,ddm_cancel,left,right,100,96,0.55,2,27,0.000303054427406213,-15,-32,-0.353615623296634,-20.0596886442171
jp106n02,spikeUnit14,ddm_cancel,left,right,386,96,0.55,2,29,0.0119694336350693,-96,-20,-0.291822352834147,-19.6306783440979
jp106n02,spikeUnit17,ddm_cancel,left,right,243,96,0.6,1,18,0.946599344543786,35,-14,0.879337938862311,-33.934591202967
jp106n02,spikeUnit17,ddm_cancel,left,right,243,96,0.55,2,22,0.30930108803613,7,7,0.636656755277843,-26.6255230347497
jp106n02,spikeUnit17,ddm_cancel,left,right,100,96,0.6,1,26,0.123810443424524,-2,-7,0.104003682748099,-37.7153155546667
jp106n02,spikeUnit17,ddm_cancel,left,right,100,96,0.55,2,27,0.798049211593316,27,-6,0.438263813390137,-32.1211232346203
jp106n02,spikeUnit17,ddm_cancel,left,right,386,96,0.55,2,29,0.0148784411361112,-61,-15,0.395713871843638,-9.47614347885611
jp106n02,spikeUnit18,ddm_cancel,left,right,243,96,0.6,1,18,1.71832874584794e-06,-19,-2,0.128270111469667,-35.1845835490114
jp106n02,spikeUnit18,ddm_cancel,left,right,243,96,0.55,2,22,1.19173215040766e-06,-40,-18,0.0059315005074502,-101.041226029649
jp106n02,spikeUnit18,ddm_cancel,left,right,100,96,0.6,1,26,6.56288156458505e-05,-5,-3,-1.18984852539103,-63.067739142007
jp106n02,spikeUnit18,ddm_cancel,left,right,100,96,0.55,2,27,0.00668232103912842,-8,-7,-1.52326964150497,-75.7354026387564
jp106n02,spikeUnit18,ddm_cancel,left,right,386,96,0.55,2,29,7.10259586618063e-09,-62,-38,-0.317910453015901,-45.1350361262835
jp106n02,spikeUnit19,ddm_cancel,left,right,243,96,0.6,1,18,0.00096669708833459,-96,-6,-0.833121102655016,-24.6170549864142
jp106n02,spikeUnit19,ddm_cancel,left,right,243,96,0.55,2,22,0.000495630730989921,-82,-5,-0.718872314245498,-50.8585426629353
jp106n02,spikeUnit19,ddm_cancel,left,right,100,96,0.6,1,26,0.000575784251148039,-31,2,-1.99610745510951,-70.9451368351704
jp106n02,spikeUnit19,ddm_cancel,left,right,100,96,0.55,2,27,0.0195473823206086,-96,5,-2.42918612135974,-40.6580209693468
jp106n02,spikeUnit19,ddm_cancel,left,right,386,96,0.55,2,29,0.0154631802573146,-55,-35,-0.719480838494488,-37.2183377618069
jp106n02,spikeUnit21,ddm_cancel,left,right,243,96,0.6,1,18,0.0014658563130293,-25,-21,-0.367640047381827,-11.6315399261334
jp106n02,spikeUnit21,ddm_cancel,left,right,243,96,0.55,2,22,0.442389735568554,25,-17,-0.395423400328895,-13.4437759534795
jp106n02,spikeUnit21,ddm_cancel,left,right,100,96,0.6,1,26,0.503956099510612,28,-34,0.370514134991554,-17.2629589835121
jp106n02,spikeUnit21,ddm_cancel,left,right,100,96,0.55,2,27,0.109909080650139,-6,-7,-1.36647116163372,-8.18734547271704
jp106n02,spikeUnit21,ddm_cancel,left,right,386,96,0.55,2,29,0.311263728357126,NaN,NaN,-0.610713320833943,-7.74000383590101
jp106n02,spikeUnit22,ddm_cancel,left,right,243,96,0.6,1,18,0.450789783253646,30,-22,0.314498259736674,-9.17181368060838
jp106n02,spikeUnit22,ddm_cancel,left,right,243,96,0.55,2,22,0.025686804076497,-1,3,-0.707216746807864,-18.480217875555
jp106n02,spikeUnit22,ddm_cancel,left,right,100,96,0.6,1,26,0.0797388333381734,7,87,-0.164308423573087,-27.9064392316444
jp106n02,spikeUnit22,ddm_cancel,left,right,100,96,0.55,2,27,0.674312500358618,51,NaN,-2.03758852511428,-19.1576846634983
jp106n02,spikeUnit22,ddm_cancel,left,right,386,96,0.55,2,29,0.00256535295342415,-39,-37,-0.315109743517561,-11.011825219635
jp106n02,spikeUnit23,ddm_cancel,left,right,243,96,0.6,1,18,0.00705189269157124,3,-33,-0.479165078744437,-7.40194378138012
jp106n02,spikeUnit23,ddm_cancel,left,right,243,96,0.55,2,22,0.0492648650517272,1,-23,-0.907412048230656,-22.5078500820097
jp106n02,spikeUnit23,ddm_cancel,left,right,100,96,0.6,1,26,0.102420448677245,14,-86,-0.510884724352231,-12.635809373034
jp106n02,spikeUnit23,ddm_cancel,left,right,100,96,0.55,2,27,0.116622697836125,14,-55,-2.95949139888463,-13.5475786372622
jp106n02,spikeUnit23,ddm_cancel,left,right,386,96,0.55,2,29,0.0499536404375243,-8,-75,-0.135743722373849,-14.3951313219475
jp106n02,spikeUnit31,ddm_cancel,left,right,243,96,0.6,1,18,0.969692673111831,29,NaN,-1.22444503727291,-10.0728258752953
jp106n02,spikeUnit31,ddm_cancel,left,right,243,96,0.55,2,22,0.70465942334927,41,35,-0.910336379704367,-14.849199039146
jp106n02,spikeUnit31,ddm_cancel,left,right,100,96,0.6,1,26,0.611040862989427,19,33,-3.01111015169254,-29.2299460629955
jp106n02,spikeUnit31,ddm_cancel,left,right,100,96,0.55,2,27,0.583774902457924,15,-64,-1.94249788682857,-38.728110739797
jp106n02,spikeUnit31,ddm_cancel,left,right,386,96,0.55,2,29,0.721034934476255,24,15,-0.0444863940495013,-8.61747933887987
jp106n02,spikeUnit32,ddm_cancel,left,right,243,96,0.6,1,18,0.293785604952284,2,-2,0.39888967367513,-22.6728874366832
jp106n02,spikeUnit32,ddm_cancel,left,right,243,96,0.55,2,22,0.909810215810797,27,8,0.196877424952314,-20.3027948593512
jp106n02,spikeUnit32,ddm_cancel,left,right,100,96,0.6,1,26,0.0675662489057895,-9,51,1.51817485350857,-23.4210966597719
jp106n02,spikeUnit32,ddm_cancel,left,right,100,96,0.55,2,27,0.134761749731253,40,-15,1.0166413422449,-19.2959651860421
jp106n02,spikeUnit32,ddm_cancel,left,right,386,96,0.55,2,29,0.259441161852113,-12,15,0.210561184495221,-16.272646379324
jp110n02,spikeUnit10,ddm_cancel,left,right,234,85,0.6,1,10,0.0583274873246558,1,-54,0.190212608035024,-5.40017149142307
jp110n02,spikeUnit10,ddm_cancel,left,right,89,85,0.55,2,13,0.597914913382645,26,-64,0.385608441246832,-11.4607955397951
jp110n02,spikeUnit10,ddm_cancel,left,right,234,85,0.55,2,24,0.19420092517372,27,-16,-0.0380046744065682,-8.26392954642954
jp110n02,spikeUnit10,ddm_cancel,left,right,89,85,0.6,1,27,0.770656259511053,48,39,0.481744644522136,-12.9804787575179
jp110n02,spikeUnit10,ddm_cancel,left,right,378,85,0.6,1,31,0.058960695986066,-12,-41,-0.017287050513853,-2.8503564757374
jp110n02,spikeUnit10,ddm_cancel,left,right,378,85,0.55,2,37,0.48584753874029,95,NaN,-0.213966661160737,-4.42670809429518
jp110n02,spikeUnit11,ddm_cancel,left,right,234,85,0.6,1,10,0.888415939139601,44,6,1.77386741921604,-9.40049058690384
jp110n02,spikeUnit11,ddm_cancel,left,right,89,85,0.55,2,13,0.762493226020033,48,-32,-0.905331124481634,-3.13246754159793
jp110n02,spikeUnit11,ddm_cancel,left,right,234,85,0.55,2,24,0.887511041917313,68,NaN,0.950115839344965,-8.23210334506031
jp110n02,spikeUnit11,ddm_cancel,left,right,89,85,0.6,1,27,0.492784196307051,44,-34,-2.55962644854137,-6.97263446315656
jp110n02,spikeUnit11,ddm_cancel,left,right,378,85,0.6,1,31,0.42474242743432,NaN,NaN,0.459847848590736,-9.26212134169372
jp110n02,spikeUnit11,ddm_cancel,left,right,378,85,0.55,2,37,0.599872196996642,28,-40,0.48516356714664,-30.6777632188806
jp110n02,spikeUnit13,ddm_cancel,left,right,234,85,0.6,1,10,0.108206186743178,-24,-51,-0.496209914308609,-20.6822303850475
jp110n02,spikeUnit13,ddm_cancel,left,right,89,85,0.55,2,13,0.161506099383218,-32,-81,1.98670468699805,-3.15940665337258
jp110n02,spikeUnit13,ddm_cancel,left,right,234,85,0.55,2,24,0.540779887985499,66,NaN,-0.08043359169639,-5.47927503829032
jp110n02,spikeUnit13,ddm_cancel,left,right,89,85,0.6,1,27,0.254169215498433,16,-58,1.89040008413284,-16.0417176252346
jp110n02,spikeUnit13,ddm_cancel,left,right,378,85,0.6,1,31,0.863005931748109,44,NaN,-0.0661593861223532,-8.49308520971261
jp110n02,spikeUnit13,ddm_cancel,left,right,378,85,0.55,2,37,0.141123849080305,2,-40,-0.438299768117734,-10.4812279260701
jp110n02,spikeUnit15,ddm_cancel,left,right,234,85,0.6,1,10,0.74196835728053,26,16,0.949563303609794,-13.9562347708561
jp110n02,spikeUnit15,ddm_cancel,left,right,89,85,0.55,2,13,0.350329624208509,31,-17,-1.43872761328129,-25.7490647083945
jp110n02,spikeUnit15,ddm_cancel,left,right,234,85,0.55,2,24,0.802594161115415,26,12,1.68375794602819,-20.2506339696661
jp110n02,spikeUnit15,ddm_cancel,left,right,89,85,0.6,1,27,0.247505750469259,33,24,-1.46634895759216,-23.3639405248164
jp110n02,spikeUnit15,ddm_cancel,left,right,378,85,0.6,1,31,0.377778304459467,6,-5,0.357517661820775,-8.19015061956763
jp110n02,spikeUnit15,ddm_cancel,left,right,378,85,0.55,2,37,0.227012705234272,13,-9,1.33661696789953,-19.6255771790111
jp110n02,spikeUnit16,ddm_cancel,left,right,234,85,0.6,1,10,0.00481322031605089,-2,-7,-0.321936666516419,-19.2193869004861
jp110n02,spikeUnit16,ddm_cancel,left,right,89,85,0.55,2,13,0.0746500218858568,18,-14,-0.424035604630984,-13.6846673622092
jp110n02,spikeUnit16,ddm_cancel,left,right,234,85,0.55,2,24,0.0017830068894898,-8,-6,0.0896081355041915,-12.9151201091669
jp110n02,spikeUnit16,ddm_cancel,left,right,89,85,0.6,1,27,0.019360407093504,6,9,0.569649245108997,-19.336390376205
jp110n02,spikeUnit16,ddm_cancel,left,right,378,85,0.6,1,31,0.00857235484961635,-4,-14,-0.409663216679824,-12.4248416079312
jp110n02,spikeUnit16,ddm_cancel,left,right,378,85,0.55,2,37,0.17747556223367,-3,-10,0.132381288919908,-10.1092654476053
jp110n02,spikeUnit30,ddm_cancel,left,right,234,85,0.6,1,10,0.339372801661952,55,13,0.132921558138698,-5.9136231474769
jp110n02,spikeUnit30,ddm_cancel,left,right,89,85,0.55,2,13,0.472719393902683,42,-4,1.83354227878923,-4.31053927483222
jp110n02,spikeUnit30,ddm_cancel,left,right,234,85,0.55,2,24,0.447924642338365,25,-20,0.312935392953637,-2.29781185716704
jp110n02,spikeUnit30,ddm_cancel,left,right,89,85,0.6,1,27,0.783913076584063,46,-57,0.934711889204907,-9.19619178573567
jp110n02,spikeUnit30,ddm_cancel,left,right,378,85,0.6,1,31,0.282293154091651,66,NaN,-0.400810811789378,-12.6629881718014
jp110n02,spikeUnit30,ddm_cancel,left,right,378,85,0.55,2,37,0.637493707626821,42,NaN,0.213077582379002,-3.05584479450921
jp111n02,spikeUnit11,ddm_cancel,left,left,235,102,0.4,1,11,0.00327258602913197,-13,-74,-0.0144343875235867,-6.09283806638264
jp111n02,spikeUnit11,ddm_cancel,left,left,90,102,0.4,1,23,0.632421298233393,50,-18,-1.66183768461746,-7.4738426309607
jp111n02,spikeUnit11,ddm_cancel,left,left,235,102,0.45,2,30,0.149130592466198,6,-39,1.11349404248695,-5.70294873398371
jp111n02,spikeUnit11,ddm_cancel,left,left,90,102,0.45,2,30,0.799803505335507,226,NaN,0.0420308977024257,-11.1470195071119
jp111n02,spikeUnit17,ddm_cancel,left,right,235,102,0.55,2,10,0.731267244339266,105,NaN,1.1034183335205,-4.54353296679162
jp111n02,spikeUnit17,ddm_cancel,left,right,378,102,0.55,2,19,0.281504389514001,89,NaN,0.997011430320847,-4.70530267461839
jp111n02,spikeUnit17,ddm_cancel,left,right,235,102,0.6,1,22,0.265201835002359,56,-74,0.0167957559822871,-1.55075918510318
jp111n02,spikeUnit17,ddm_cancel,left,right,378,102,0.6,1,22,0.584879140325525,NaN,NaN,1.59190288332976,-2.47594539463481
jp111n02,spikeUnit17,ddm_cancel,left,right,90,102,0.6,1,25,0.37489076841786,44,NaN,-0.800744807248058,-1.85183740794122
jp113n02,spikeUnit10,ddm_cancel,left,left,89,79,0.4,1,12,0.65695092164865,29,21,-0.739060038841805,-39.2620150110299
jp113n02,spikeUnit10,ddm_cancel,left,left,233,79,0.45,2,25,0.530491384125721,69,-68,-0.638051227347678,-3.2896389709063
jp113n02,spikeUnit10,ddm_cancel,left,left,233,79,0.4,1,30,0.895114256190245,53,-70,0.607399114826563,-37.2244339244712
jp113n02,spikeUnit10,ddm_cancel,left,left,379,79,0.45,2,31,0.186617838208931,51,NaN,-1.10792315114069,-6.15881789712003
jp113n02,spikeUnit10,ddm_cancel,left,left,89,79,0.45,2,43,0.361255000923281,64,NaN,-0.259499065251908,-4.2191993480195
jp119n02,spikeUnit02,ddm_cancel,left,left,90,100,0.4,1,10,0.591532212183297,67,64,-0.147366546867497,-16.3595552903518
jp119n02,spikeUnit02,ddm_cancel,left,left,90,100,0.45,2,16,0.75681392435305,86,27,-0.384491050245204,-12.0941554458674
jp119n02,spikeUnit02,ddm_cancel,left,left,234,100,0.45,2,30,0.258064270532922,10,7,0.233706363018704,-7.48173944520361
jp119n02,spikeUnit02,ddm_cancel,left,left,234,100,0.4,1,31,0.104363515970619,137,NaN,0.354634704934701,-14.0205810255804
jp119n02,spikeUnit02,ddm_cancel,left,left,379,100,0.45,2,40,0.101661639501167,1,-38,-0.612356285664139,-2.80220960914758
jp119n02,spikeUnit08,ddm_cancel,left,right,234,100,0.6,1,23,0.180086992678559,47,1,0.484649498630697,-9.72100519056619
jp119n02,spikeUnit08,ddm_cancel,left,right,234,100,0.55,2,26,0.0214962560265194,178,NaN,0.662565500969371,-10.7445585468922
jp119n02,spikeUnit08,ddm_cancel,left,right,90,100,0.55,2,28,0.125728615303853,57,NaN,-0.0164400974895949,-8.55264807489965
jp119n02,spikeUnit08,ddm_cancel,left,right,90,100,0.6,1,38,0.421116590047501,106,NaN,0.897375650427878,-14.8752471113077
jp119n02,spikeUnit14,ddm_cancel,left,right,234,100,0.6,1,23,0.253779144877903,5,-83,0.202656822098113,-26.5250839371226
jp119n02,spikeUnit14,ddm_cancel,left,right,234,100,0.55,2,26,0.143601097858347,1,-15,0.105498825539281,-29.7287936284213
jp119n02,spikeUnit14,ddm_cancel,left,right,90,100,0.55,2,28,0.00436013176772052,-68,44,-1.25557168975839,-14.4496537252296
jp119n02,spikeUnit14,ddm_cancel,left,right,90,100,0.6,1,38,0.480639043580887,31,30,0.687493841257404,-44.0028983311739
jp119n02,spikeUnit15,ddm_cancel,left,right,234,100,0.6,1,23,0.00179934971188909,-21,-50,-0.140109367651215,-16.5684092267033
jp119n02,spikeUnit15,ddm_cancel,left,right,234,100,0.55,2,26,0.00797574120430984,-24,-56,-0.241641008022212,-12.9190258644035
jp119n02,spikeUnit15,ddm_cancel,left,right,90,100,0.55,2,28,0.0504102510789211,-19,-32,-0.413129131314628,-6.46121100506272
jp119n02,spikeUnit15,ddm_cancel,left,right,90,100,0.6,1,38,0.109963361405147,12,-17,1.29645697071338,-20.179780823653
jp119n02,spikeUnit17,ddm_cancel,left,right,234,100,0.6,1,23,0.250367865603276,68,-33,-0.161995902803637,-25.5444734941295
jp119n02,spikeUnit17,ddm_cancel,left,right,234,100,0.55,2,26,0.201679755426392,71,-32,0.516768737918128,-15.0850277493969
jp119n02,spikeUnit17,ddm_cancel,left,right,90,100,0.55,2,28,0.472385983932885,37,39,0.940242670074932,-9.69357563932256
jp119n02,spikeUnit17,ddm_cancel,left,right,90,100,0.6,1,38,8.7735262509949e-05,-16,-22,-0.438207138674045,-27.8300790957658
jp119n02,spikeUnit18,ddm_cancel,left,right,234,100,0.6,1,23,0.0344816051375102,4,-36,0.177879830510231,-9.74798258409763
jp119n02,spikeUnit18,ddm_cancel,left,right,234,100,0.55,2,26,0.000387177143613409,-14,-47,0.443828732488941,-8.01027067095032
jp119n02,spikeUnit18,ddm_cancel,left,right,90,100,0.55,2,28,0.128350763497134,19,18,1.02204199128239,-9.6612906245466
jp119n02,spikeUnit18,ddm_cancel,left,right,90,100,0.6,1,38,0.00051484547188868,-7,-22,0.388333990841036,-11.2078878338243
jp119n02,spikeUnit25,ddm_cancel,left,right,234,100,0.6,1,23,0.000159738939460451,-13,-67,-0.203854101487265,-12.0994710409538
jp119n02,spikeUnit25,ddm_cancel,left,right,234,100,0.55,2,26,0.00079931271194125,-30,-87,-0.147966276002699,-15.6649578847209
jp119n02,spikeUnit25,ddm_cancel,left,right,90,100,0.55,2,28,0.00550705244349588,-9,-6,-0.445595725254826,-7.1946538521333
jp119n02,spikeUnit25,ddm_cancel,left,right,90,100,0.6,1,38,0.00125210537501222,-10,-16,1.05705153631344,-11.5088396058782
jp119n02,spikeUnit26,ddm_cancel,left,right,234,100,0.6,1,23,1.64024600444823e-06,-19,-60,-0.102220750265821,-24.8968703505485
jp119n02,spikeUnit26,ddm_cancel,left,right,234,100,0.55,2,26,0.000479101832880688,-27,-37,0.485669811432963,-24.4509200245085
jp119n02,spikeUnit26,ddm_cancel,left,right,90,100,0.55,2,28,0.00120457374432447,-46,120,2.03470356025618,-20.2920340355595
jp119n02,spikeUnit26,ddm_cancel,left,right,90,100,0.6,1,38,0.0135572496222944,-2,-11,4.15091039512295,-16.0156111986212
jp119n02,spikeUnit27,ddm_cancel,left,right,234,100,0.6,1,23,6.11948131649114e-05,-65,-48,-0.148448897561957,-51.3190514284936
jp119n02,spikeUnit27,ddm_cancel,left,right,234,100,0.55,2,26,0.0638711260643088,-26,-41,-0.163852615161547,-22.2328465487705
jp119n02,spikeUnit27,ddm_cancel,left,right,90,100,0.55,2,28,0.00141620877902444,-11,-11,0.289050128098735,-21.9178912526654
jp119n02,spikeUnit27,ddm_cancel,left,right,90,100,0.6,1,38,0.00364806043977225,-10,-12,0.942551883454993,-48.1264398209985
jp119n02,spikeUnit30,ddm_cancel,left,right,234,100,0.6,1,23,0.00698288821478278,-6,-30,-0.436453380381777,-28.0164331333279
jp119n02,spikeUnit30,ddm_cancel,left,right,234,100,0.55,2,26,0.00151152323206618,-14,-91,0.0125151129743268,-20.5636974917848
jp119n02,spikeUnit30,ddm_cancel,left,right,90,100,0.55,2,28,0.0439805991940274,-20,73,1.87028334268881,-11.3269434523174
jp119n02,spikeUnit30,ddm_cancel,left,right,90,100,0.6,1,38,0.00157550658655184,-22,94,-1.24673898923864,-19.5435200687342
jp119n02,spikeUnit32,ddm_cancel,left,right,234,100,0.6,1,23,0.0100566857265604,2,-43,-0.331498797227274,-56.2563313447805
jp119n02,spikeUnit32,ddm_cancel,left,right,234,100,0.55,2,26,0.925539109270967,18,-26,0.243472128473661,-48.5847617260254
