sessionID,unit,hemisphere,rf,choice,coherence,coherenceMean,ddm,ddmRank,ddmRankMean,tChoice,choiceSelectionTime,leftIsIn,coeffIn_1,coeffIn_2,coeffOut_1,coeffOut_2
bp244n02,spikeUnit06,left,right,0,0,0,0,0,0,180,899,1,72.574850299401,-16.1101796407185,-141.260162601627,97.7845528455291
bp244n02,spikeUnit07,left,none,0,0,0,0,0,0,150,NaN,1,21.7930544286604,4.20212933467871,-0.0590558832444291,15.1307399189359
bp244n02,spikeUnit08,left,none,0,0,0,0,0,0,150,683,1,33.6926147704589,-5.16886227544905,-48.2723577235775,32.8760162601628
bp244n02,spikeUnit09,left,right,1,0,0,0,1,0,530,NaN,1,6.26339851742706,2.23585420451514,-12.0112773208097,11.5337386209939
bp244n02,spikeUnit10,left,right,1,0,0,0,0,0,370,NaN,1,-15.6325559414042,17.8697919491154,16.0494467562428,2.73810221834194
bp244n02,spikeUnit11,left,none,0,0,0,0,0,0,210,NaN,1,-4.44813516722986,2.17772273579509,1.33584197958945,-0.657429906140339
bp244n02,spikeUnit12,left,left,1,0,0,0,1,0,340,366,1,101.701121796654,-17.4735396886119,-174.131292843515,127.436466918245
bp244n02,spikeUnit13,left,left,0,0,1,0,0,0,590,622,1,-60.279441117765,51.6646706586829,-15.7520325203269,32.3069105691067
bp244n02,spikeUnit14,left,right,0,0,0,0,0,0,220,NaN,1,12.8815314048163,8.95940996785977,59.4145936651532,-17.6028621483177
bp244n02,spikeUnit15,left,none,0,0,0,0,0,0,570,NaN,1,15.6908395357138,13.4956483717737,-44.3613675165614,47.2533782415996
bp244n02,spikeUnit16,left,none,0,1,1,0,0,0,480,623,1,-205.58882235529,113.293413173653,-134.146341463416,96.0975609756105
bp244n02,spikeUnit17,left,none,1,0,0,0,0,0,660,NaN,1,11.610487595584,0.970300443728153,-8.36298319158229,11.3302925590802
bp244n02,spikeUnit18,left,right,0,0,0,0,0,0,520,NaN,1,18.7119496690409,-0.735470565148158,93.5341284889882,-42.4228470565467
bp244n02,spikeUnit19,left,left,1,0,1,0,1,1,150,NaN,1,-0.347530783276429,7.99328950227651,-37.2640449514131,27.1904006423549
bp244n02,spikeUnit20,left,none,0,0,0,0,0,0,430,NaN,0,-89.0335380426193,69.9061696072839,-9.90880865949382,22.6369875549468
bp244n02,spikeUnit21,left,none,1,0,1,0,1,1,810,NaN,1,-24.4069952439493,23.5768159632213,-50.8396421004846,39.6941677163101
bp244n02,spikeUnit22,left,none,0,0,0,0,0,0,490,NaN,1,-19.0702499742423,24.3682875742641,39.0734672882699,-6.41153935588193
bp244n02,spikeUnit23,left,none,0,1,0,0,0,0,290,NaN,1,0.668502410403074,13.0838568186034,-109.531804655448,75.3480051415975
bp244n02,spikeUnit24,left,right,1,0,0,0,1,0,150,NaN,1,-44.866571324893,40.7335994856105,102.075946941656,-34.1220208168643
bp244n02,spikeUnit25,left,right,0,0,0,0,0,0,230,NaN,0,38.7999605154988,9.00211839997125,-14.3612075375278,31.4001514959837
bp244n02,spikeUnit26,left,right,1,0,1,0,1,1,160,214,0,89.8578748818933,-8.27704022426264,26.2285282507081,14.9136192061084
bp244n02,spikeUnit27,left,right,1,1,1,1,1,1,150,153,0,387.242263109485,-115.446977912988,122.142419198728,-29.3625576108209
bp244n02,spikeUnit28,left,right,0,0,0,0,0,0,200,276,0,-6.40131958154185,40.6375944755732,69.6586755389307,-3.59760053874222
bp244n02,spikeUnit29,left,none,0,0,0,0,0,0,290,NaN,0,-65.7921763461499,48.8571684955621,14.0307986514749,3.94300106357747
bp244n02,spikeUnit30,left,none,1,0,1,0,1,1,180,NaN,1,-8.07947118906439,17.255796642207,-21.5167366902821,25.9279893731729
bp244n02,spikeUnit31,left,none,0,0,0,0,0,0,470,NaN,1,9.65063593695183,3.45359191238504,9.45819919291528,2.76901273476775
bp244n02,spikeUnit32,left,none,1,0,0,0,1,0,270,NaN,1,14.2808240951489,10.4355604598623,32.4066008517098,-2.3531727193957
bp245n02,spikeUnit01,left,left,0,1,1,0,0,0,550,728,1,-375.741935483874,206.198709677421,-39.4008466297643,66.8283946597211
bp245n02,spikeUnit02,left,none,0,0,0,0,0,0,690,NaN,0,57.5891000218113,-11.9648136541819,-38.2128659554861,35.8983779227967
bp245n02,spikeUnit03,left,none,0,0,0,0,0,0,430,NaN,0,-96.2308535151722,81.5617312533898,-3.59716024927,26.7056514609417
bp245n02,spikeUnit04,left,none,0,0,0,0,0,0,280,NaN,1,-15.7395731359923,53.271713603409,49.7323717827118,17.7808506183096
bp245n02,spikeUnit05,left,none,0,0,0,0,0,0,1140,NaN,0,-11.9719331581939,20.5905297587075,-41.5176131733301,30.769728911803
bp245n02,spikeUnit06,left,none,1,0,0,0,0,0,190,NaN,1,-35.2808393906599,51.3627261588044,89.8220462392871,-17.1288769561826
bp245n02,spikeUnit07,left,none,0,0,1,0,0,0,650,NaN,1,-7.97024300521742,18.8944650876366,-18.197121473978,26.3891816184721
bp245n02,spikeUnit08,left,none,0,0,0,0,0,0,190,NaN,0,28.3287820865293,-0.755584757105773,-0.185117630137514,13.0714762623624
bp245n02,spikeUnit09,left,none,0,0,0,0,0,0,1110,NaN,1,-0,-0,-0,-0
bp245n02,spikeUnit10,left,none,0,0,0,0,0,0,170,NaN,1,1.00137841777901,-0.252009049482035,1.53254019636857,-0.729018207192455
bp245n02,spikeUnit11,left,none,0,0,0,0,0,0,1110,444,1,-0,-0,-0,-0
bp245n02,spikeUnit12,left,none,0,0,1,0,0,0,1120,NaN,1,-6.54621320498728,7.23320973606112,-3.86503926984211,7.75188891623061
bp245n02,spikeUnit13,left,none,0,0,1,0,0,0,300,NaN,1,-40.9753495703673,28.2414681351774,-7.24813787837564,14.267551917922
bp245n02,spikeUnit14,left,none,0,0,0,0,0,0,250,NaN,0,-9.78094209270204,12.9570270027031,3.6773869239751,4.99607624264714
bp245n02,spikeUnit15,left,right,1,1,0,1,1,0,200,NaN,1,-23.7501673229341,13.2560101859905,25.6980817979608,-10.4223200705962
bp245n02,spikeUnit16,left,right,0,0,0,0,0,0,510,NaN,1,-13.7704220836768,23.4925347569119,1.59077712453299,18.8998319855224
bp245n02,spikeUnit17,left,none,0,0,0,0,0,0,310,NaN,0,-36.07642840818,49.1890623674809,-32.6105843680642,40.3530092094263
bp245n02,spikeUnit18,left,none,0,0,0,0,0,0,930,NaN,1,5.81074498153989,19.3695398806609,-24.1058179367841,35.6178188329887
bp245n02,spikeUnit19,left,none,0,1,0,0,0,0,230,NaN,1,-51.1326886578783,37.9730333234852,14.8938069364075,7.91795290571724
bp245n02,spikeUnit20,left,none,0,0,0,0,0,0,170,NaN,0,5.24436826346508,13.740856124922,-26.7937431381699,27.1691307336836
bp245n02,spikeUnit21,left,none,0,0,0,0,0,0,410,NaN,1,-3.33002867630344,33.4450045587039,65.1283255091056,-5.15920378792873
bp245n02,spikeUnit22,left,none,0,0,0,0,0,0,820,NaN,0,23.0545950610831,7.55587896446797,-32.9294396628702,32.6293259181416
bp245n02,spikeUnit23,left,none,0,0,0,0,0,0,1130,NaN,1,9.40341714664489,4.8355780574974,20.1188511480472,-1.54435547888958
bp245n02,spikeUnit24,left,none,1,0,0,0,0,0,170,NaN,1,-19.2778866043488,42.9206608542271,75.4235293963768,-8.77992384850208
bp245n02,spikeUnit25,left,right,0,0,1,0,0,0,890,NaN,0,26.2910593996674,-1.7499970267426,9.02237386001607,7.82297321098034
bp245n02,spikeUnit26,left,none,0,0,0,0,0,0,280,NaN,0,14.2119798760778,9.04988577749354,-1.48807867335129,14.6508672917117
bp245n02,spikeUnit27,left,none,0,0,0,0,0,0,220,NaN,0,4.14759854427043,36.3945851269812,-39.2145207066351,51.9881816143574
bp245n02,spikeUnit28,left,right,1,0,1,0,1,1,200,NaN,0,56.4271377516699,4.90498490559034,33.9366697618014,15.9745234040362
bp245n02,spikeUnit29,left,right,0,0,0,0,0,0,320,NaN,0,-4.18778542787473,16.9675725871651,-41.9288427918765,32.4853751421152
bp245n02,spikeUnit30,left,none,1,0,1,0,1,1,650,NaN,1,-22.5976454494067,22.771933733758,-13.6992654456187,19.7456974621276
bp245n02,spikeUnit31,left,none,0,0,0,0,0,0,380,NaN,1,-2.1159646280842,9.34154332677037,58.0244756756026,-22.3888196146097
bp245n02,spikeUnit32,left,none,0,1,0,0,0,0,870,NaN,1,51.9109631529919,-6.37264752430476,-5.1726580693789,19.3423582186632
bp246n02,spikeUnit01,left,none,0,0,1,0,0,0,1170,NaN,1,-0.334453658711357,31.1256045089566,-46.5708317534326,56.6695807886835
bp246n02,spikeUnit02,left,none,0,0,0,0,0,0,340,NaN,1,14.8408514292191,18.3425629729912,-47.3943794413428,50.8088297003122
bp246n02,spikeUnit03,left,none,0,0,0,0,0,0,220,NaN,1,64.4582950673074,9.34956043306789,-114.403785540156,102.265205925039
bp246n02,spikeUnit04,left,none,1,0,0,0,1,0,580,NaN,1,5.909481194037,16.9042087164964,20.6286530170169,6.58219485668751
bp246n02,spikeUnit05,left,none,0,0,0,0,0,0,560,NaN,1,-11.4682312279502,29.369157806433,5.535649949268,20.7989755640855
bp246n02,spikeUnit06,left,none,0,0,1,0,0,0,320,NaN,0,47.4555469224977,0.347239476670216,7.61715205409318,20.810011425082
bp246n02,spikeUnit07,left,none,0,0,0,0,0,0,150,NaN,1,34.7175371290724,12.3198727219452,21.6159024268279,14.7587930642023
bp246n02,spikeUnit08,left,none,0,0,0,0,0,0,250,NaN,1,72.7993637553354,5.55744351778683,-59.2567243992168,68.8316424405535
bp246n02,spikeUnit09,left,none,0,0,0,0,0,0,190,479,1,27.4216672601059,15.7124560269851,82.1177847538114,-17.338367390448
bp246n02,spikeUnit10,left,none,0,0,1,0,0,0,580,NaN,1,-36.2364808564148,42.1327301482255,-78.6294175168614,70.7396214451595
bp246n02,spikeUnit11,left,none,0,1,0,0,0,0,720,NaN,1,196.311501090307,4.40227127418228,-128.105728054965,162.334391437719
bp246n02,spikeUnit12,left,none,0,0,0,0,0,0,810,NaN,1,28.3347095305737,44.6273030903609,21.4414069247676,46.7445364811877
bp246n02,spikeUnit13,left,none,0,0,1,0,0,0,210,NaN,0,22.5497696514112,4.13014949561055,3.5105137257783,12.1945291693081
bp246n02,spikeUnit14,left,none,0,0,1,0,0,0,150,NaN,0,56.0147289191357,3.56120462556232,17.6125579525357,21.4771757191454
bp246n02,spikeUnit15,left,none,0,0,0,0,0,0,510,NaN,1,40.2515075005963,36.8834694441544,-23.9879591092615,68.841122267575
bp246n02,spikeUnit16,left,none,0,0,0,0,0,0,720,NaN,0,-46.7012118996126,58.6637945690706,-18.11694322064,40.4891841944076
bp246n02,spikeUnit17,left,none,0,0,1,0,0,0,180,NaN,1,-6.13684876103533,18.0197261838845,-30.4719836712613,32.0733000983073
bp246n02,spikeUnit18,left,none,0,1,0,0,0,0,290,NaN,1,-12.2203659495021,15.903361346889,93.0711252557234,-38.8651277717704
bp246n02,spikeUnit19,left,none,0,0,0,0,0,0,460,NaN,1,-11.415558028198,24.3435463450073,31.1217651294264,2.97071135666526
bp246n02,spikeUnit20,left,none,0,1,0,0,0,0,160,NaN,1,13.8016054498016,17.215410484744,-92.2772891625058,74.4535090857753
bp246n02,spikeUnit21,left,none,0,0,0,0,0,0,200,NaN,0,-13.4761095823254,26.0334653394126,4.58388952729238,16.5047831739634
bp246n02,spikeUnit22,left,none,1,0,0,0,1,0,350,NaN,1,35.0634723338484,0.685570027285367,38.8776697065239,-6.74141697851974
bp246n02,spikeUnit23,left,none,0,0,0,0,0,0,460,NaN,1,8.61026899934048,12.783304553887,15.3459737738334,8.19165748859769
bp246n02,spikeUnit24,left,none,0,0,0,0,0,0,820,NaN,1,0.559183780484013,27.1303376913432,-60.8418041257809,61.0206422216511
bp246n02,spikeUnit25,left,none,0,0,0,0,0,0,320,NaN,1,27.8100248879738,32.3078089317238,31.5341238197931,26.4245492027467
bp246n02,spikeUnit26,left,none,0,0,1,0,0,0,250,NaN,1,-44.1456630341252,51.4353617630779,-103.00673734489,89.1970129451249
bp246n02,spikeUnit27,left,right,0,0,0,0,0,0,320,NaN,0,-26.0295769399195,61.1277795401421,10.3205614035072,40.1329794486053
bp246n02,spikeUnit28,left,right,0,0,0,0,0,0,530,NaN,0,68.3217594541896,-0.433188809446621,-12.780544288921,38.4743782329724
bp246n02,spikeUnit29,left,right,1,1,1,1,1,1,150,214,0,219.085171939757,-68.4764618563559,15.6459729265706,26.8938499957472
bp246n02,spikeUnit30,left,right,1,0,1,0,1,1,220,265,0,159.974562314913,-35.1904114530826,4.39666573163746,43.6011032357741
bp246n02,spikeUnit31,left,none,1,0,1,0,1,1,210,NaN,1,-30.5071176004635,39.2761318750123,-24.1491253741212,36.8106309304105
bp246n02,spikeUnit32,left,none,0,0,0,0,0,0,250,NaN,1,-13.5568261017981,19.0923222441907,4.14855025760241,10.9027749544276
bp247n02,spikeUnit01,left,none,1,1,1,1,1,1,150,91,0,83.0082132230028,-8.74930300860708,9.41680595007427,20.8615410918906
bp247n02,spikeUnit02,left,none,1,1,1,1,1,1,180,87,0,92.7589367860844,-1.50972506580014,0.273641625289514,46.5675525995146
bp247n02,spikeUnit03,left,none,0,0,1,0,0,0,420,NaN,0,124.363180632183,-7.85974257989122,56.4664425021105,36.2942667208264
bp247n02,spikeUnit04,left,none,0,1,0,0,0,0,290,NaN,1,-38.4566897587118,43.5815695005207,126.163032797501,-43.9654813218119
bp247n02,spikeUnit05,left,none,1,0,0,0,0,0,170,NaN,1,-9.48632212197885,9.89672682526996,17.7239310551715,-4.09676353180405
bp247n02,spikeUnit06,left,right,0,0,0,0,0,0,640,NaN,1,26.6327739984414,49.9431579969813,25.5904370476269,52.9674607641237
bp247n02,spikeUnit07,left,none,1,0,1,0,1,1,360,NaN,1,-21.820536294246,22.4574864782724,-93.7019815020597,65.3810217848813
bp247n02,spikeUnit08,left,none,1,1,1,1,1,1,230,NaN,1,-31.8957567443658,29.13797637778,-153.515496470136,100.395684479317
bp247n02,spikeUnit09,left,none,1,0,0,0,1,0,660,NaN,1,14.1204789372692,-0.771380691881641,-23.7893232706135,19.0028414847451
bp247n02,spikeUnit10,left,none,1,0,0,0,1,0,240,NaN,1,14.8277208173891,17.6234657209415,19.3487678740528,10.8835452697174
bp247n02,spikeUnit11,left,none,0,0,0,0,0,0,650,NaN,1,-23.7790793663759,42.8847710534591,53.4029281708775,3.69104657807714
bp247n02,spikeUnit12,left,right,1,1,1,1,1,1,150,185,0,410.549983518815,-115.829299526496,5.83814641867732,63.5646354990918
bp247n02,spikeUnit13,left,none,0,0,0,0,0,0,180,NaN,1,41.9113429242514,44.3821844050968,-147.710031257713,143.248696221673
bp247n02,spikeUnit14,left,right,0,0,1,0,0,0,390,NaN,1,-10.2210309071003,72.5239972355656,-70.7701049410565,104.955913223349
bp247n02,spikeUnit15,left,left,1,0,1,0,1,1,150,339,1,-218.931128322342,150.458518158681,-103.581014707934,103.993551227349
bp247n02,spikeUnit16,left,left,0,1,0,0,0,0,320,370,1,-321.08471271537,253.753434661408,204.189920342379,-0.561324840480261
bp247n02,spikeUnit17,left,left,1,0,0,0,0,0,170,NaN,1,1.66801233731781,22.031481716748,-21.8274307866115,33.7211865585792
bp247n02,spikeUnit18,left,left,0,0,0,0,0,0,340,NaN,1,-66.3949608193776,80.4351978461078,32.3585252758407,34.6022871585183
bp247n02,spikeUnit19,left,right,1,1,0,1,1,0,150,212,0,226.119337756026,23.8580827830093,-22.8321614258137,135.203359496495
bp247n02,spikeUnit20,left,left,1,0,0,0,1,0,150,252,0,-27.3351430562238,78.7273205545492,-73.8708353064483,87.5827300779667
bp247n02,spikeUnit21,left,none,0,0,0,0,0,0,260,NaN,0,-37.4746132534446,47.0485685165904,-1.35899669743165,22.7596007758978
bp247n02,spikeUnit22,left,right,0,0,0,0,0,0,370,NaN,1,15.5402908875853,18.3785958664605,49.4718975586088,-1.70055957398132
bp247n02,spikeUnit23,left,none,0,0,0,0,0,0,340,NaN,1,6.87509673032182,14.3668438418812,-30.9451644532303,36.1627399754584
bp247n02,spikeUnit24,left,none,0,0,0,0,0,0,170,492,1,-29.064606369724,39.4887601251735,65.6459367334678,-2.68560705430615
bp247n02,spikeUnit25,left,left,0,0,0,0,0,0,220,312,1,42.9787828118303,43.6196194448715,-93.4921487047487,113.818658009401
bp247n02,spikeUnit26,left,right,1,0,0,0,1,0,240,NaN,0,150.80115401482,-9.94822208691011,-35.5783865296752,83.2074687172473
bp247n02,spikeUnit27,left,none,0,0,1,0,0,0,390,NaN,0,48.5046140235917,47.3816600239637,31.6021862745698,58.8214643501566
bp247n02,spikeUnit28,left,none,0,0,1,0,0,0,170,527,1,-195.824881676811,113.741548343476,-82.8938471940516,78.6396213657886
bp247n02,spikeUnit29,left,right,1,1,0,1,1,0,150,152,0,172.063497048239,-35.995627163416,-22.0302475750775,60.0486249614317
bp247n02,spikeUnit30,left,right,0,0,0,0,0,0,180,784,1,107.796101949024,64.5082458770622,-154.907161803719,203.639257294433
bp247n02,spikeUnit31,left,right,1,1,0,1,1,0,170,218,0,349.99482190372,-70.3442265569812,-25.3257951465344,108.895141079041
bp247n02,spikeUnit32,left,right,0,0,0,0,0,0,180,752,0,-70.3801945181291,105.763041556147,-60.0449775112482,90.9797601199417
